;meta[language=en]
; id      |key(hex)|key(str)|text
2112698000|        |        |Kaer Morhen
2112698001|        |        |Kaer Morhen is an inaccessible mountain stronghold which has been the headquarters of the Witcher’s guild for centuries. Its name derives from its original eleven appellation – Caer a’Muirehen, meaning Old Sea Fortress. The castle’s times of glory have passed, its battlements and moat have deteriorated, a cold wind blows through its spacious halls. Only a handful of witchers live here now, but in past times droves of young boys underwent gruesome training along the infamous “Gauntlet” near Kaer Morhen.
2112698002|        |        |<br>Years ago, a horde of fanatics, their hatred incited by various publications defamatory of witchers, laid siege to Kaer Morhen. The mob would not have captured the fortress nor later turned it to a ruin without the help of mages. Practically all those who were in the Old Sea Fortress during the assault perished. From among those witchers who called Kaer Morhen home, only a few survived the massacre, merely because they were out on their paths at the time. The bones of the dead remain at the bottom of the moat surrounding the stronghold, left there as a reminder of the massacre that was born from hatred directed against changelings.
2112698003|        |        |
2112698004|        |        |
2112698005|        |        |The Circle of Elements
2112698006|        |        |
2112698007|        |        |
2112698008|        |        |
2112698009|        |        |
2112698010|        |        |The Bastion
2112698011|        |        |
2112698012|        |        |
2112698013|        |        |
2112698014|        |        |
2112698015|        |        |Iron Mine
2112698016|        |        |
2112698017|        |        |
2112698018|        |        |
2112698019|        |        |
2112698020|        |        |Lakeside Hut
2112698021|        |        |
2112698022|        |        |
2112698023|        |        |
2112698024|        |        |
2112698025|        |        |Old Speartip's Cave
2112698026|        |        |
2112698027|        |        |
2112698028|        |        |
2112698029|        |        |
2112698030|        |        |The Watchtower
2112698031|        |        |
2112698032|        |        |
2112698033|        |        |
2112698034|        |        |
2112698035|        |        |The Gwenllech
2112698036|        |        |
2112698037|        |        |
2112698038|        |        |
2112698039|        |        |
2112698040|        |        |Vizima
2112698041|        |        |Lying where important trade routes converge, Temeria’s capital sits picturesquely on the shore of lake Vizima in the valley of the Ismena River, a tributary of the Pontar. The city is divided into four teeming quarters, which are home to thousands and host travellers from all corners of the world. The Royal Palace and court are both found here, and the city boasts many markets, temples, forges, shops, banks, workshops, inns, and brothels. Since our story does not concern Vizima directly, I will end my description here and urge those interested to consult other sources.
2112698042|        |        |
2112698043|        |        |
2112698044|        |        |
2112698045|        |        |White Orchard
2112698046|        |        |
2112698047|        |        |
2112698048|        |        |
2112698049|        |        |
2112698050|        |        |Nilfgaardian Garrison
2112698051|        |        |
2112698052|        |        |
2112698053|        |        |
2112698054|        |        |
2112698055|        |        |The Ruins of Fort Amavet
2112698056|        |        |
2112698057|        |        |
2112698058|        |        |
2112698059|        |        |
2112698060|        |        |Abandoned Village
2112698061|        |        |
2112698062|        |        |
2112698063|        |        |
2112698064|        |        |
2112698065|        |        |Sawmill
2112698066|        |        |
2112698067|        |        |
2112698068|        |        |
2112698069|        |        |
2112698070|        |        |The Inn at White Orchard
2112698071|        |        |
2112698072|        |        |
2112698073|        |        |
2112698074|        |        |
2112698075|        |        |Crookback Bog
2112698076|        |        |
2112698077|        |        |
2112698078|        |        |
2112698079|        |        |
2112698080|        |        |Crow's Perch
2112698081|        |        |
2112698082|        |        |
2112698083|        |        |
2112698084|        |        |
2112698085|        |        |Ancient Oak
2112698086|        |        |
2112698087|        |        |
2112698088|        |        |
2112698089|        |        |
2112698090|        |        |Bald Mountain
2112698091|        |        |
2112698092|        |        |
2112698093|        |        |
2112698094|        |        |
2112698095|        |        |Fyke Isle
2112698096|        |        |
2112698097|        |        |
2112698098|        |        |
2112698099|        |        |
2112698100|        |        |Coast of Wrecks
2112698101|        |        |
2112698102|        |        |
2112698103|        |        |
2112698104|        |        |
2112698105|        |        |Hanged Man's Tree
2112698106|        |        |
2112698107|        |        |
2112698108|        |        |
2112698109|        |        |
2112698110|        |        |Nilfgaardian Army Group 'Center' Camp
2112698111|        |        |
2112698112|        |        |
2112698113|        |        |
2112698114|        |        |
2112698115|        |        |Heatherton 
2112698116|        |        |
2112698117|        |        |
2112698118|        |        |
2112698119|        |        |
2112698120|        |        |Devil's Pit
2112698121|        |        |
2112698122|        |        |
2112698123|        |        |
2112698124|        |        |
2112698125|        |        |Reardon Manor
2112698126|        |        |
2112698127|        |        |
2112698128|        |        |
2112698129|        |        |
2112698130|        |        |White Eagle Fort 
2112698131|        |        |
2112698132|        |        |
2112698133|        |        |
2112698134|        |        |
2112698135|        |        |Dragonslayer's Grotto
2112698136|        |        |
2112698137|        |        |
2112698138|        |        |
2112698139|        |        |
2112698140|        |        |Oxenfurt
2112698141|        |        |
2112698142|        |        |
2112698143|        |        |
2112698144|        |        |
2112698145|        |        |The Alchemy Inn
2112698146|        |        |
2112698147|        |        |
2112698148|        |        |
2112698149|        |        |
2112698150|        |        |Deireadh prison
2112698151|        |        |
2112698152|        |        |
2112698153|        |        |
2112698154|        |        |
2112698155|        |        |Oxenfurt Harbor
2112698156|        |        |
2112698157|        |        |
2112698158|        |        |
2112698159|        |        |
2112698160|        |        |Byways
2112698161|        |        |
2112698162|        |        |
2112698163|        |        |
2112698164|        |        |
2112698165|        |        |Blackbough
2112698166|        |        |
2112698167|        |        |
2112698168|        |        |
2112698169|        |        |
2112698170|        |        |Midcopse
2112698171|        |        |
2112698172|        |        |
2112698173|        |        |
2112698174|        |        |
2112698175|        |        |Border Post
2112698176|        |        |
2112698177|        |        |
2112698178|        |        |
2112698179|        |        |
2112698180|        |        |Destroyed Bastion
2112698181|        |        |
2112698182|        |        |
2112698183|        |        |
2112698184|        |        |
2112698185|        |        |Novigrad
2112698186|        |        |
2112698187|        |        |
2112698188|        |        |
2112698189|        |        |
2112698190|        |        |Hierarch Square
2112698191|        |        |
2112698192|        |        |
2112698193|        |        |
2112698194|        |        |
2112698195|        |        |Novigrad Docks
2112698196|        |        |
2112698197|        |        |
2112698198|        |        |
2112698199|        |        |
2112698200|        |        |Great Temple of the Eternal Fire
2112698201|        |        |
2112698202|        |        |
2112698203|        |        |
2112698204|        |        |
2112698205|        |        |La Valette's Villa
2112698206|        |        |
2112698207|        |        |
2112698208|        |        |
2112698209|        |        |
2112698210|        |        |Putrid Grove
2112698211|        |        |
2112698212|        |        |
2112698213|        |        |
2112698214|        |        |
2112698215|        |        |Temerian Partisan Hideout
2112698216|        |        |
2112698217|        |        |
2112698218|        |        |
2112698219|        |        |
2112698220|        |        |Sigismund's Bathhouse
2112698221|        |        |
2112698222|        |        |
2112698223|        |        |
2112698224|        |        |
2112698225|        |        |Witch Hunter Barracks
2112698226|        |        |
2112698227|        |        |
2112698228|        |        |
2112698229|        |        |
2112698230|        |        |The Golden Sturgeon
2112698231|        |        |
2112698232|        |        |
2112698233|        |        |
2112698234|        |        |
2112698235|        |        |The Kingfisher
2112698236|        |        |
2112698237|        |        |
2112698238|        |        |
2112698239|        |        |
2112698240|        |        |Gildorf
2112698241|        |        |
2112698242|        |        |
2112698243|        |        |
2112698244|        |        |
2112698245|        |        |St. Gregory's Bridge
2112698246|        |        |
2112698247|        |        |
2112698248|        |        |
2112698249|        |        |
2112698250|        |        |Passiflora
2112698251|        |        |
2112698252|        |        |
2112698253|        |        |
2112698254|        |        |
2112698255|        |        |Novigrad Sewers
2112698256|        |        |
2112698257|        |        |
2112698258|        |        |
2112698259|        |        |
2112698260|        |        |Aeramas' Abandoned Manor
2112698261|        |        |
2112698262|        |        |
2112698263|        |        |
2112698264|        |        |
2112698265|        |        |Vegelbud Residence
2112698266|        |        |
2112698267|        |        |
2112698268|        |        |
2112698269|        |        |
2112698270|        |        |Winespring Grange
2112698271|        |        |
2112698272|        |        |
2112698273|        |        |
2112698274|        |        |
2112698275|        |        |Cunny of the Goose
2112698276|        |        |
2112698277|        |        |
2112698278|        |        |
2112698279|        |        |
2112698280|        |        |The Novigrad Lighthouse
2112698281|        |        |
2112698282|        |        |
2112698283|        |        |
2112698284|        |        |
2112698285|        |        |Ard Skellig
2112698286|        |        |
2112698287|        |        |
2112698288|        |        |
2112698289|        |        |
2112698290|        |        |Kaer Trolde
2112698291|        |        |
2112698292|        |        |
2112698293|        |        |
2112698294|        |        |
2112698295|        |        |Gedyneith
2112698296|        |        |
2112698297|        |        |
2112698298|        |        |
2112698299|        |        |
2112698300|        |        |Eldberg Lighthouse
2112698301|        |        |
2112698302|        |        |
2112698303|        |        |
2112698304|        |        |
2112698305|        |        |Giants' Toes
2112698306|        |        |
2112698307|        |        |
2112698308|        |        |
2112698309|        |        |
2112698310|        |        |Kaer Muire
2112698311|        |        |
2112698312|        |        |
2112698313|        |        |
2112698314|        |        |
2112698315|        |        |Kaer Gelen
2112698316|        |        |
2112698317|        |        |
2112698318|        |        |
2112698319|        |        |
2112698320|        |        |Whale Graveyard
2112698321|        |        |
2112698322|        |        |
2112698323|        |        |
2112698324|        |        |
2112698325|        |        |The Site of the Magic Cataclysm
2112698326|        |        |
2112698327|        |        |
2112698328|        |        |
2112698329|        |        |
2112698330|        |        |Freya's Garden
2112698331|        |        |
2112698332|        |        |
2112698333|        |        |
2112698334|        |        |
2112698335|        |        |Amos var Ypsis' Ship
2112698336|        |        |
2112698337|        |        |
2112698338|        |        |
2112698339|        |        |
2112698340|        |        |Clan Tordarroch Forge
2112698341|        |        |
2112698342|        |        |
2112698343|        |        |
2112698344|        |        |
2112698345|        |        |Tor Gvalch'ca
2112698346|        |        |
2112698347|        |        |
2112698348|        |        |
2112698349|        |        |
2112698350|        |        |Urskar
2112698351|        |        |
2112698352|        |        |
2112698353|        |        |
2112698354|        |        |
2112698355|        |        |The Cave of Dreams
2112698356|        |        |
2112698357|        |        |
2112698358|        |        |
2112698359|        |        |
2112698360|        |        |Spikeroog
2112698361|        |        |
2112698362|        |        |
2112698363|        |        |
2112698364|        |        |
2112698365|        |        |Faroe
2112698366|        |        |
2112698367|        |        |
2112698368|        |        |
2112698369|        |        |
2112698370|        |        |Hindarsfjall
2112698371|        |        |
2112698372|        |        |
2112698373|        |        |
2112698374|        |        |
2112698375|        |        |Undvik
2112698376|        |        |
2112698377|        |        |
2112698378|        |        |
2112698379|        |        |
2112698380|        |        |Ancient Crypt
2112698381|        |        |
2112698382|        |        |
2112698383|        |        |
2112698384|        |        |
2112698385|        |        |The Abandoned Distillery
2112698386|        |        |
2112698387|        |        |
2112698388|        |        |
2112698389|        |        |
2112698390|        |        |Arinbjorn
2112698391|        |        |
2112698392|        |        |
2112698393|        |        |
2112698394|        |        |
2112698395|        |        |The Von Everec Estate
2112698396|        |        |
2112698397|        |        |
2112698398|        |        |
2112698399|        |        |
2112698400|        |        |Upper Mill
2112698401|        |        |
2112698402|        |        |
2112698403|        |        |
2112698404|        |        |
2112698405|        |        |Brunwich
2112698406|        |        |
2112698407|        |        |
2112698408|        |        |
2112698409|        |        |
2112698410|        |        |Herbalist's Hut
2112698411|        |        |
2112698412|        |        |
2112698413|        |        |
2112698414|        |        |
2112698415|        |        |Oxenfurt Sewers
2112698416|        |        |
2112698417|        |        |
2112698418|        |        |
2112698419|        |        |
2112698420|        |        |The Painted World
2112698421|        |        |
2112698422|        |        |
2112698423|        |        |
2112698424|        |        |
2112698425|        |        |O'Dimms Realm
2112698426|        |        |
2112698427|        |        |
2112698428|        |        |
2112698429|        |        |
2112698430|        |        |The Temple of Lilvani
2112698431|        |        |
2112698432|        |        |
2112698433|        |        |
2112698434|        |        |
2112698435|        |        |Old Chapel
2112698436|        |        |
2112698437|        |        |
2112698438|        |        |
2112698439|        |        |
2112698440|        |        |The Borsodi's Auction House
2112698441|        |        |
2112698442|        |        |
2112698443|        |        |
2112698444|        |        |
2112698445|        |        |Garin Estate
2112698446|        |        |
2112698447|        |        |
2112698448|        |        |
2112698449|        |        |
2112698450|        |        |Fisstech Lab
2112698451|        |        |
2112698452|        |        |
2112698453|        |        |
2112698454|        |        |
2112698455|        |        |Arnskrone Castle Ruins
2112698456|        |        |
2112698457|        |        |
2112698458|        |        |
2112698459|        |        |
2112698460|        |        |Yantra
2112698461|        |        |
2112698462|        |        |
2112698463|        |        |
2112698464|        |        |
2112698465|        |        |Beauclair Palace
2112698466|        |        |
2112698467|        |        |
2112698468|        |        |
2112698469|        |        |
2112698470|        |        |The Gran'place
2112698471|        |        |
2112698472|        |        |
2112698473|        |        |
2112698474|        |        |
2112698475|        |        |Cianfanelli Bank
2112698476|        |        |
2112698477|        |        |
2112698478|        |        |
2112698479|        |        |
2112698480|        |        |The Mandragora Estate
2112698481|        |        |
2112698482|        |        |
2112698483|        |        |
2112698484|        |        |
2112698485|        |        |Statue of Reginald d'Aubry
2112698486|        |        |
2112698487|        |        |
2112698488|        |        |
2112698489|        |        |
2112698490|        |        |Beauclair Port
2112698491|        |        |
2112698492|        |        |
2112698493|        |        |
2112698494|        |        |
2112698495|        |        |Tesham Mutna
2112698496|        |        |
2112698497|        |        |
2112698498|        |        |
2112698499|        |        |
2112698500|        |        |Mère-Lachaiselongue Cemetery
2112698501|        |        |
2112698502|        |        |
2112698503|        |        |
2112698504|        |        |
2112698505|        |        |Dun Tynne
2112698506|        |        |
2112698507|        |        |
2112698508|        |        |
2112698509|        |        |
2112698510|        |        |Belgaard Vineyard
2112698511|        |        |
2112698512|        |        |
2112698513|        |        |
2112698514|        |        |
2112698515|        |        |Toussaint Prison
2112698516|        |        |
2112698517|        |        |
2112698518|        |        |
2112698519|        |        |
2112698520|        |        |Lynx Crag
2112698521|        |        |
2112698522|        |        |
2112698523|        |        |
2112698524|        |        |
2112698525|        |        |Corvo Bianco
2112698526|        |        |
2112698527|        |        |
2112698528|        |        |
2112698529|        |        |
2112698530|        |        |Prophet Lebioda Statue
2112698531|        |        |
2112698532|        |        |
2112698533|        |        |
2112698534|        |        |
2112698535|        |        |Tourney Grounds
2112698536|        |        |
2112698537|        |        |
2112698538|        |        |
2112698539|        |        |
2112698540|        |        |Arthach Palace Ruins
2112698541|        |        |
2112698542|        |        |
2112698543|        |        |
2112698544|        |        |
2112698545|        |        |Beauclair Cemetary and Catacombs
2112698546|        |        |
2112698547|        |        |
2112698548|        |        |
2112698549|        |        |
2112698550|        |        |Stonecutters' Settlement 
2112698551|        |        |
2112698552|        |        |
2112698553|        |        |
2112698554|        |        |
2112698555|        |        |
2112698556|        |        |
2112698557|        |        |
2112698558|        |        |
2112698559|        |        |
2112698560|        |        |
2112698561|        |        |
2112698562|        |        |
2112698563|        |        |
2112698564|        |        |
2112698565|        |        |
2112698566|        |        |
2112698567|        |        |
2112698568|        |        |
2112698569|        |        |
2112698570|        |        |
2112698571|        |        |
2112698572|        |        |
2112698573|        |        |
2112698574|        |        |
2112698575|        |        |
2112698576|        |        |
2112698577|        |        |
2112698578|        |        |
2112698579|        |        |
2112698580|        |        |
2112698581|        |        |
2112698582|        |        |
2112698583|        |        |
2112698584|        |        |
2112698585|        |        |
2112698586|        |        |
2112698587|        |        |
2112698588|        |        |
2112698589|        |        |
2112698590|        |        |
2112698591|        |        |
2112698592|        |        |
2112698593|        |        |
2112698594|        |        |
2112698595|        |        |
2112698596|        |        |
2112698597|        |        |
2112698598|        |        |
2112698599|        |        |
2112698600|        |        |
2112698601|        |        |
2112698602|        |        |
2112698603|        |        |
2112698604|        |        |
2112698605|        |        |
2112698606|        |        |
2112698607|        |        |
2112698608|        |        |
2112698609|        |        |
2112698610|        |        |
2112698611|        |        |
2112698612|        |        |
2112698613|        |        |
2112698614|        |        |
2112698615|        |        |
2112698616|        |        |
2112698617|        |        |
2112698618|        |        |
2112698619|        |        |
2112698620|        |        |
2112698621|        |        |
2112698622|        |        |
2112698623|        |        |
2112698624|        |        |
2112698625|        |        |
2112698626|        |        |
2112698627|        |        |
2112698628|        |        |
2112698629|        |        |
2112698630|        |        |
2112698631|        |        |
2112698632|        |        |
2112698633|        |        |
2112698634|        |        |
2112698635|        |        |
2112698636|        |        |
2112698637|        |        |
2112698638|        |        |
2112698639|        |        |
2112698640|        |        |
2112698641|        |        |
2112698642|        |        |
2112698643|        |        |
2112698644|        |        |
2112698645|        |        |
2112698646|        |        |
2112698647|        |        |
2112698648|        |        |
2112698649|        |        |
2112698650|        |        |
2112698651|        |        |
2112698652|        |        |
2112698653|        |        |
2112698654|        |        |
2112698655|        |        |
2112698656|        |        |
2112698657|        |        |
2112698658|        |        |
2112698659|        |        |
2112698660|        |        |
2112698661|        |        |
2112698662|        |        |
2112698663|        |        |
2112698664|        |        |
2112698665|        |        |
2112698666|        |        |
2112698667|        |        |
2112698668|        |        |
2112698669|        |        |
2112698670|        |        |
2112698671|        |        |
2112698672|        |        |
2112698673|        |        |
2112698674|        |        |
2112698675|        |        |
2112698676|        |        |
2112698677|        |        |
2112698678|        |        |
2112698679|        |        |
2112698680|        |        |
2112698681|        |        |
2112698682|        |        |
2112698683|        |        |
2112698684|        |        |
2112698685|        |        |
2112698686|        |        |
2112698687|        |        |
2112698688|        |        |
2112698689|        |        |
2112698690|        |        |
2112698691|        |        |
2112698692|        |        |
2112698693|        |        |
2112698694|        |        |
2112698695|        |        |
2112698696|        |        |
2112698697|        |        |
2112698698|        |        |
2112698699|        |        |
2112698700|        |        |
2112698701|        |        |
2112698702|        |        |
2112698703|        |        |
2112698704|        |        |
2112698705|        |        |
2112698706|        |        |
2112698707|        |        |
2112698708|        |        |
2112698709|        |        |
2112698710|        |        |
2112698711|        |        |
2112698712|        |        |
2112698713|        |        |
2112698714|        |        |
2112698715|        |        |
2112698716|        |        |
2112698717|        |        |
2112698718|        |        |
2112698719|        |        |
2112698720|        |        |
2112698721|        |        |
2112698722|        |        |
2112698723|        |        |
2112698724|        |        |
2112698725|        |        |
2112698726|        |        |
2112698727|        |        |
2112698728|        |        |
2112698729|        |        |
2112698730|        |        |
2112698731|        |        |
2112698732|        |        |
2112698733|        |        |
2112698734|        |        |
2112698735|        |        |
2112698736|        |        |
2112698737|        |        |
2112698738|        |        |
2112698739|        |        |
2112698740|        |        |
2112698741|        |        |
2112698742|        |        |
2112698743|        |        |
2112698744|        |        |
2112698745|        |        |
2112698746|        |        |
2112698747|        |        |
2112698748|        |        |
2112698749|        |        |
2112698750|        |        |
2112698751|        |        |
2112698752|        |        |
2112698753|        |        |
2112698754|        |        |
2112698755|        |        |
2112698756|        |        |
2112698757|        |        |
2112698758|        |        |
2112698759|        |        |
2112698760|        |        |
2112698761|        |        |
2112698762|        |        |
2112698763|        |        |
2112698764|        |        |
2112698765|        |        |
2112698766|        |        |
2112698767|        |        |
2112698768|        |        |
2112698769|        |        |
2112698770|        |        |
2112698771|        |        |
2112698772|        |        |
2112698773|        |        |
2112698774|        |        |
2112698775|        |        |
2112698776|        |        |
2112698777|        |        |
2112698778|        |        |
2112698779|        |        |
2112698780|        |        |
2112698781|        |        |
2112698782|        |        |
2112698783|        |        |
2112698784|        |        |
2112698785|        |        |
2112698786|        |        |
2112698787|        |        |
2112698788|        |        |
2112698789|        |        |
2112698790|        |        |
2112698791|        |        |
2112698792|        |        |
2112698793|        |        |
2112698794|        |        |
2112698795|        |        |
2112698796|        |        |
2112698797|        |        |
2112698798|        |        |
2112698799|        |        |
2112698800|        |        |
2112698801|        |        |
2112698802|        |        |
2112698803|        |        |
2112698804|        |        |
2112698805|        |        |
2112698806|        |        |
2112698807|        |        |
2112698808|        |        |
2112698809|        |        |
2112698810|        |        |
2112698811|        |        |
2112698812|        |        |
2112698813|        |        |
2112698814|        |        |
2112698815|        |        |
2112698816|        |        |
2112698817|        |        |
2112698818|        |        |
2112698819|        |        |
2112698820|        |        |
2112698821|        |        |
2112698822|        |        |
2112698823|        |        |
2112698824|        |        |
2112698825|        |        |
2112698826|        |        |
2112698827|        |        |
2112698828|        |        |
2112698829|        |        |
2112698830|        |        |
2112698831|        |        |
2112698832|        |        |
2112698833|        |        |
2112698834|        |        |
2112698835|        |        |
2112698836|        |        |
2112698837|        |        |
2112698838|        |        |
2112698839|        |        |
2112698840|        |        |
2112698841|        |        |
2112698842|        |        |
2112698843|        |        |
2112698844|        |        |
2112698845|        |        |
2112698846|        |        |
2112698847|        |        |
2112698848|        |        |
2112698849|        |        |
2112698850|        |        |
2112698851|        |        |
2112698852|        |        |
2112698853|        |        |
2112698854|        |        |
2112698855|        |        |
2112698856|        |        |
2112698857|        |        |
2112698858|        |        |
2112698859|        |        |
2112698860|        |        |
2112698861|        |        |
2112698862|        |        |
2112698863|        |        |
2112698864|        |        |
2112698865|        |        |
2112698866|        |        |
2112698867|        |        |
2112698868|        |        |
2112698869|        |        |
2112698870|        |        |
2112698871|        |        |
2112698872|        |        |
2112698873|        |        |
2112698874|        |        |
2112698875|        |        |
2112698876|        |        |
2112698877|        |        |
2112698878|        |        |
2112698879|        |        |
2112698880|        |        |
2112698881|        |        |
2112698882|        |        |
2112698883|        |        |
2112698884|        |        |
2112698885|        |        |
2112698886|        |        |
2112698887|        |        |
2112698888|        |        |
2112698889|        |        |
2112698890|        |        |
2112698891|        |        |
2112698892|        |        |
2112698893|        |        |
2112698894|        |        |
2112698895|        |        |
2112698896|        |        |
2112698897|        |        |
2112698898|        |        |
2112698899|        |        |
2112698900|        |        |
2112698901|        |        |
2112698902|        |        |
2112698903|        |        |
2112698904|        |        |
2112698905|        |        |
2112698906|        |        |
2112698907|        |        |
2112698908|        |        |
2112698909|        |        |
2112698910|        |        |
2112698911|        |        |
2112698912|        |        |
2112698913|        |        |
2112698914|        |        |
2112698915|        |        |
2112698916|        |        |
2112698917|        |        |
2112698918|        |        |
2112698919|        |        |
2112698920|        |        |
2112698921|        |        |
2112698922|        |        |
2112698923|        |        |
2112698924|        |        |
2112698925|        |        |
2112698926|        |        |
2112698927|        |        |
2112698928|        |        |
2112698929|        |        |
2112698930|        |        |
2112698931|        |        |
2112698932|        |        |
2112698933|        |        |
2112698934|        |        |
2112698935|        |        |
2112698936|        |        |
2112698937|        |        |
2112698938|        |        |
2112698939|        |        |
2112698940|        |        |
2112698941|        |        |
2112698942|        |        |
2112698943|        |        |
2112698944|        |        |
2112698945|        |        |
2112698946|        |        |
2112698947|        |        |
2112698948|        |        |
2112698949|        |        |
2112698950|        |        |
2112698951|        |        |
2112698952|        |        |
2112698953|        |        |
2112698954|        |        |
2112698955|        |        |
2112698956|        |        |
2112698957|        |        |
2112698958|        |        |
2112698959|        |        |
2112698960|        |        |
2112698961|        |        |
2112698962|        |        |
2112698963|        |        |
2112698964|        |        |
2112698965|        |        |
2112698966|        |        |
2112698967|        |        |
2112698968|        |        |
2112698969|        |        |
2112698970|        |        |
2112698971|        |        |
2112698972|        |        |
2112698973|        |        |
2112698974|        |        |
2112698975|        |        |
2112698976|        |        |
2112698977|        |        |
2112698978|        |        |
2112698979|        |        |
2112698980|        |        |
2112698981|        |        |
2112698982|        |        |
2112698983|        |        |
2112698984|        |        |
2112698985|        |        |
2112698986|        |        |
2112698987|        |        |
2112698988|        |        |
2112698989|        |        |
2112698990|        |        |
2112698991|        |        |
2112698992|        |        |
2112698993|        |        |
2112698994|        |        |
2112698995|        |        |
2112698996|        |        |
2112698997|        |        |
2112698998|        |panel_hud_journal_entry_place_update|Location Entry Updated
2112698999|        |panel_hud_journal_entry_place_new|New Location Entry
1066018|fca9689d||